VOYAGEID,STATUS,ADLT1IMP,ADLT2IMP,ADLT3IMP,ADPSALE1,ADPSALE2,ADULT1,ADULT2,ADULT3,ADULT4,ADULT5,ADULT6,ADULT7,ARRPORT,ARRPORT2,BOY1,BOY2,BOY3,BOY4,BOY5,BOY6,BOY7,BOYRAT7,CAPTAINA,CAPTAINB,CAPTAINC,CHIL1IMP,CHIL2IMP,CHIL3IMP,CHILD1,CHILD2,CHILD3,CHILD4,CHILD5,CHILD6,CHILD7,CHILRAT7,CONSTREG,CREW,CREW1,CREW2,CREW3,CREW4,CREW5,CREWDIED,DATEDEPA,DATEDEPB,DATEDEPC,D1SLATRA,D1SLATRB,D1SLATRC,DLSLATRA,DLSLATRB,DLSLATRC,DDEPAM,DDEPAMB,DDEPAMC,DATARR32,DATARR33,DATARR34,DATARR36,DATARR37,DATARR38,DATARR39,DATARR40,DATARR41,DATARR43,DATARR44,DATARR45,DATEDEP,DATEBUY,DATELEFTAFR,DATELAND1,DATELAND2,DATELAND3,DATEDEPAM,DATEEND,DEPTREGIMP,DEPTREGIMP1,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,FEMALE1,FEMALE2,FEMALE3,FEMALE4,FEMALE5,FEMALE6,FEMALE7,FEML1IMP,FEML2IMP,FEML3IMP,GIRL1,GIRL2,GIRL3,GIRL4,GIRL5,GIRL6,GIRL7,GIRLRAT7,GUNS,INFANT1,INFANT2,INFANT3,INFANT4,INFANT5,INFANT6,JAMCASPR,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MALE1,MALE1IMP,MALE2,MALE2IMP,MALE3,MALE3IMP,MALE4,MALE5,MALE6,MALE7,MALRAT7,MEN1,MEN2,MEN3,MEN4,MEN5,MEN6,MEN7,MENRAT7,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,NCAR13,NCAR15,NCAR17,NDESERT,NPAFTTRA,NPPRETRA,NPPRIOR,OWNERA,OWNERB,OWNERC,OWNERD,OWNERE,OWNERF,OWNERG,OWNERH,OWNERI,OWNERJ,OWNERK,OWNERL,OWNERM,OWNERN,OWNERO,OWNERP,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,REGEM2,REGEM3,REGISREG,RESISTANCE,RETRNREG,RETRNREG1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAS36,SLAS39,SLAVEMA1,SLAVEMA3,SLAVEMA7,SLAVEMX1,SLAVEMX3,SLAVEMX7,SLAVMAX1,SLAVMAX3,SLAVMAX7,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,SOURCEI,SOURCEJ,SOURCEK,SOURCEL,SOURCEM,SOURCEN,SOURCEO,SOURCEP,SOURCEQ,SOURCER,TONMOD,TONNAGE,TONTYPE,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,WOMEN1,WOMEN2,WOMEN3,WOMEN4,WOMEN5,WOMEN6,WOMEN7,WOMRAT7,XMIMPFLAG,YEAR10,YEAR100,YEAR25,YEAR5,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,VOYAGEID2,INTRAAMER,BOYRAT1,CHILRAT1,GIRLRAT1,MALRAT1,MENRAT1,WOMRAT1,BOYRAT3,CHILRAT3,GIRLRAT3,MALRAT3,MENRAT3,WOMRAT3
1073,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Poltieres, Luís Clemente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1830.0,,,,,,,,,,",,",",,",,"04,03,1830",",,",",,",",,",",,",50400.0,50000.0,,,,,True,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60805.0,60800.0,60000.0,50422.0,,,,,,,,,,,,,,,,,,,,60805.0,50400.0,50000.0,50422.0,6.0,,,,,,,,,"Lobo, José Geraldo Soares",,,,,,,,,,,,,,,,60805.0,,,,,,,50499.0,,,50400.0,,,60800.0,,,,,,,1.0,,,,,,Lobo,50422.0,79.0,,,20.0,79.0,,,,,,,,,,,,,99.0,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/79","FO84/112,ff.45-50",Florentino,,,,,,,,,,,,,,,,,99.0,,99.0,,30.0,30.0,20.0,0.2,,,,,,,,,20.0,33,1800,14,66,1830,1830,1830,,,,0,,,,,,,,,,,,
1110,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Moura, Jose Moreira de",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1830.0,15.0,3.0,1830.0,,,,22.0,6.0,1830.0,,,,,,,,,,",,","01,,1830","3,15,1830","06,22,1830",",,",",,",",,",",,",50400.0,50000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60823.0,60800.0,60000.0,50422.0,,,,,,,,,,,,,,,,,,,,60823.0,50400.0,50000.0,50422.0,6.0,,,,,,,,,"Adolfo, Joaquim Luís Carlos",,,,,,,,,,,,,,,,60820.0,60823.0,,,,50422.0,,50422.0,,,50400.0,,,60800.0,60800.0,,,,,,2.0,,,,,,Dáfne,50422.0,188.0,,,101.0,188.0,,,,,,,,,,,,,289.0,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/79","FO84/112,ff.45-50",Florentino,CapelaNotes,"AHU,Moçambique, Cx 226 No 22",,,,,,,,,,,,,,,289.0,,289.0,,99.0,100.0,101.0,0.35,,,,,,,,,25.0,33,1800,14,66,1830,1830,1830,,,,0,,,,,,,,,,,,
1228,PUBLISHED,,,,,,,,,,,,,50399.0,,,,,,,,,,"Ramalho, Antônio José de Oliveira","Silva, Joaquim Alves da",,,,,,,,,,,,,,,,,,,,,2.0,3.0,1830.0,,5.0,1830.0,20.0,7.0,1830.0,,,,7.0,9.0,1830.0,,,,,,,,,,"03,02,1830","05,,1830","7,20,1830","09,07,1830",",,",",,",",,",",,",50300.0,50000.0,60820.0,,60800.0,,True,125,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60810.0,60800.0,60000.0,50422.0,,,,,,,,,,,,,,,,,,,,60810.0,50400.0,50000.0,50422.0,6.0,5.0,,,,,,1.0,,"Porto, Antônio Alves da Silva",,,,,,,,,,,,,,,,60822.0,60810.0,,,,50399.0,,50399.0,50300.0,,50400.0,,,60800.0,60800.0,,,,,,20.0,,,,,,Elisa,50422.0,428.0,,,91.0,428.0,,,,,,,,,,,,,519.0,,,"PP,1845,XLIX:593-633","FO84/108,Pennel,Cunningham,30.10.26","FO84/122,Pennel,31.01.08","IUP,ST,13/A/135","IUP,ST,13/B/113","Bethell,136",Florentino,"DPE, 10-2-1830","APEJE, R.P.2.2.7, p. 229","Santana II, p. 432, 668, 822",,,,,,,,,428.0,428.0,2.0,519.0,,519.0,189.0,49.0,42.0,91.0,0.18,,,,,,,,,57.0,33,1800,14,66,1830,1830,1830,,,,0,,,,,,,,,,,,
1403,PUBLISHED,,,80.0,,,,,,,,,80.0,31399.0,,,,11.0,,,,11.0,0.08397,"Casas, Felix","Wallex, Adolfo de",,,,51.0,,,,,,,51.0,0.38931,,,25.0,,22.0,,,,9.0,11.0,1834.0,,,,21.0,10.0,1835.0,,,,17.0,12.0,1835.0,,,,,,,,,,"11,09,1834",",,","10,21,1835","12,17,1835",",,",",,",",,",",,",31300.0,30000.0,,,,,True,122,1,3,3,,,,,,,60.0,,,60.0,,,40.0,,,,40.0,0.30534,2.0,,,,,,,,60726.0,60700.0,60000.0,31312.0,,,,,,71.0,,,,71.0,0.54198,,,60.0,,,,60.0,0.45802,60726.0,31300.0,30000.0,31312.0,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,60726.0,,,,,31399.0,,31399.0,31300.0,,31300.0,,,60700.0,,,,,,,2.0,,,,,,Diligência,31312.0,131.0,,,90.0,120.0,,,,,131.0,131.0,,131.0,131.0,,131.0,131.0,210.0,,,"PP,1845,XLIX:593-633","FO313/61,ff.92-141","IUP,ST,14/A/200-204",,,,,,,,,,,,,,,,,,,210.0,,210.0,403.0,57.0,,90.0,0.43,,,20.0,,,,20.0,0.15267,25.0,34,1800,14,67,1835,1835,1834,,,,0,,,,,,,0.08397,0.38931,0.30534,0.54198,0.45802,0.15267
1445,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Santos, José Maria dos",,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,5.0,1835.0,,,,,,,,,,",,",",,",,"05,,1835",",,",",,",",,",",,",50400.0,50000.0,,,,,True,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60810.0,60800.0,60000.0,50424.0,,,,,,,,,,,,,,,,,,,,60810.0,50400.0,50000.0,50424.0,6.0,4.0,,,,,,,1.0,"Santos, José Antônio dos",,,,,,,,,,,,,,,,60810.0,,,,,,,50499.0,,,50400.0,,,60800.0,,,,,,,1.0,,,,,,Paquete Africano (a) César Augusto,50424.0,221.0,,,,221.0,,,,,,,,,,,,,269.0,,,"PP,1845,XLIX:593-633","AGNU, Libro 555","AGNU, Libros 103",,,,,,,,,,,,,,,,130.0,130.0,1.0,,,,,,,,,,,,,,,,,20.0,34,1800,14,67,1835,1835,1835,,,,0,,,,,,,,,,,,
1571,PUBLISHED,,,,,,,,,,,,,31312.0,,,,,,,,,,"Pey, Pablo",,,,,,,,,,,,,,,,,,,,,,,,1837.0,,,,,,,,,,8.0,9.0,1837.0,,,,,,,,,,",,1837",",,",,"09,08,1837",",,",",,",",,",",,",31300.0,30000.0,60109.0,,60100.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60903.0,60900.0,60000.0,31312.0,,,,,,,,,,,,,,,,,,,,60903.0,31300.0,30000.0,31312.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,60903.0,,,,,31312.0,,31312.0,31300.0,,31300.0,,,60900.0,,,,,,,51.0,,,,,,Primera Union,31312.0,,,,,270.0,,,,,,,,,,,,,284.0,,,"PP,1845,XLIX:593-633","IUP,ST,15/A/67","AHNM, Estado, leg. 8024, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,34,1800,14,68,1837,1837,1837,,,,0,,,,,,,,,,,,
1615,PUBLISHED,,,,,,,,,,,,,42001.0,,,,,,,,,,"Vicente, Cláudio",,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,7.0,1837.0,,,,,,,,,,",,",",,",,"07,,1837",",,",",,",",,",",,",50400.0,50000.0,60707.0,,60700.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60799.0,60700.0,60000.0,50421.0,,,,,,,,,,,,,,,,,,,,60734.0,50400.0,50000.0,50421.0,6.0,4.0,,,,,,,,"Costa, João José",,,,,,,,,,,,,,,,60799.0,60714.0,,,,,,50499.0,42000.0,,50400.0,,,60700.0,60700.0,,,,,,6.0,,,,,,Ribeira Nova,50421.0,253.0,,,,253.0,,,,,,,,,,,,,277.0,,,"PP,1845,XLIX:593-633",FO84/222,"AHNA, Códice E-20-3 (Benguela)",,,,,,,,,,,,,,,,95.0,95.0,1.0,,,,,,,,,,,,,,,,,39.0,34,1800,14,68,1837,1837,1837,,,,0,,,,,,,,,,,,
1620,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,1837.0,,,,,,,,,,,8.0,1837.0,,,,,,,,,,"01,19,1837",",,",,"08,,1837",",,",",,",",,",",,",50400.0,50000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60822.0,60800.0,60000.0,50406.0,,,,,,,,,,,,,,,,,,,,60822.0,50400.0,50000.0,50406.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,60822.0,,,,,50422.0,,50422.0,,,50400.0,,,60800.0,,,,,,,1.0,,,,,,Tejo,50406.0,419.0,,,,419.0,,,,,,,,,,,,,462.0,,,"PP,1845,XLIX:593-633",FO84/252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,34,1800,14,68,1837,1837,1837,,,,0,,,,,,,,,,,,
1624,PUBLISHED,,,,,,,,,,,,,31312.0,,,,,,,,,,"Lloret, Antonio",,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,14.0,10.0,1837.0,,,,,,,,,,",,",",,",,"10,14,1837",",,",",,",",,",",,",,,60717.0,,60700.0,,True,123,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60715.0,60700.0,60000.0,31399.0,,,,,,,,,,,,,,,,,,,,60715.0,31300.0,30000.0,31399.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,60715.0,,,,,,,,31300.0,,31300.0,,,60700.0,,,,,,,2.0,,,,,,Vencedora,31399.0,26.0,,,,26.0,,,,,,,,,,,,,29.0,,,"PP,1845,XLIX:593-633","FO84/217,Schenley,Kennedy,37.11.22","IUP,ST,15/A/65","Dorsey,136-46",,,,,,,,,,,,,,,120.9,58.0,3.0,,,,,,,,,,,,,,,,,25.0,34,1800,14,68,1837,1837,1837,,,,0,,,,,,,,,,,,
1698,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Antônio, Miguel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,6.0,1838.0,,,,,,,,,,",,",",,",,"06,24,1838",",,",",,",",,",",,",,,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60213.0,60200.0,60000.0,31399.0,,,,,,,,,,,,,,,,,,,,60213.0,31300.0,30000.0,31399.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,60213.0,,,,,,,,,,31300.0,,,60200.0,,,,,,,1.0,,,,,,Ligeiro,31399.0,,,,,444.0,,,,,,,,,,,,,490.0,,,"PP,1845,XLIX:593-633","IUP,ST,17/C/105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,34,1800,14,68,1838,1838,1838,,,,0,,,,,,,,,,,,
1856,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Oliveira, Miguel de",,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,1839.0,,,,4.0,6.0,1839.0,,,,,,,,,,",,",",,","3,18,1839","06,04,1839",",,",",,",",,",",,",,,,,,,True,122,1,3,3,,,80.0,,,,80.0,,,80.0,,,,,,,,,,,,,,,,,60517.0,60500.0,60000.0,31313.0,,,,,100.0,100.0,,,,100.0,0.55556,,,,,,,,,60517.0,31300.0,30000.0,31313.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,60517.0,,,,,,,,,,31300.0,,,60500.0,,,,,,,2.0,,,,,,Serra do Pilar,31313.0,198.0,,,57.0,198.0,,,,,,,,180.0,180.0,,,,255.0,,,"PP,1845,XLIX:593-633","Bx.Mss,45/9","FO313/62,ff.19-34",,,,,,,,,,,,,,,,110.0,110.0,2.0,255.0,,255.0,,78.0,78.0,57.0,0.22,,,,,,,,,25.0,34,1800,14,68,1839,1839,1839,,,,0,,,,,,,,,,0.55556,,
2024,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Huffington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,1840.0,,,,,,,,,,",,",",,",,"06,12,1840",",,",",,",",,",",,",,,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60615.0,60600.0,60000.0,31399.0,,,,,,,,,,,,,,,,,,,,60615.0,31300.0,30000.0,31399.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,60615.0,,,,,,,,,,31300.0,,,60600.0,,,,,,,1.0,,,,,,Caballero,31399.0,,,,,558.0,,,,,,,,,,,,,673.0,,,"PP,1845,XLIX:593-633","IUP,ST,21/A/173",,,,,,,,,,,,,,,,,,,,,,,,33.0,33.0,,,,,,,,,,,140.0,34,1800,14,68,1840,1840,1840,,,,0,,,,,,,,,,,,
2050,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Martins, M",,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,7.0,6.0,1840.0,,,,,,,,,,",,",",,",,"06,07,1840",",,",",,",",,",",,",50200.0,50000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60517.0,60500.0,60000.0,50299.0,,,,,,,,,,,,,,,,,,,,60517.0,50200.0,50000.0,50299.0,6.0,5.0,,,,,,,,"Barbosa, Bernardo",,,,,,,,,,,,,,,,60517.0,,,,,,,50299.0,,,50200.0,,,60500.0,,,,,,,14.0,,,,,,Gratidão,50299.0,380.0,,,,380.0,,,,,,,,,,,,,422.0,,,"PP,1845,XLIX:593-633","IUP,ST,20/B/208","IUP,ST,26/B/386",,,,,,,,,,,,,,,,77.0,77.0,2.0,,,,,23.0,23.0,,,,,,,,,,,89.0,34,1800,14,68,1840,1840,1840,,,,0,,,,,,,,,,,,
2177,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Silva, Ezequiel Gomes da",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,11.0,1842.0,,,,,,,,,,",,",",,",,"11,30,1842",",,",",,",",,",",,",,,,,,,True,104,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60733.0,60700.0,60000.0,35304.0,,,,,,,,,,,,,,,,,,,,60733.0,35300.0,30000.0,35304.0,6.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,60733.0,,,,,,,,,,35300.0,,,60700.0,,,,,,,20.0,,,,,, ,35304.0,314.0,,,,314.0,,,,,,,,,,,,,377.0,,,"PP,1845,XLIX:593-633","IUP,ST,37/A/217,218","IUP,ST,6/217","FO84/494,Adm,43.02.08,enc",,,,,,,,,,,,,,,200.0,200.0,2.0,377.0,,377.0,,,,63.0,0.17,,,,,,,,,57.0,35,1800,14,69,1842,1842,1842,,,,0,,,,,,,,,,,,
2314,PUBLISHED,,,,,,,,,,,,,31312.0,,,,,,,,,,"Mazana, Santiago",,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,10.0,8.0,1819.0,,,,20.0,8.0,1819.0,,,,,,,,,,",,",",,","8,10,1819","08,20,1819",",,",",,",",,",",,",31300.0,30000.0,,,,,True,120,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60316.0,60300.0,60000.0,60207.0,,,,,,,,,,,,1.0,,1.0,,,,,,60316.0,60200.0,60000.0,60207.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,60316.0,,,,,31312.0,,31312.0,31300.0,,60200.0,,,60300.0,,,,,,,2.0,,,,,,NS de Regla,60207.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,"PP,1830,X:122","FO84/3,Gregory,19.10.10","IUP,ST,11/A/4","AfricanInstit, Abstract, 11","Meyer-Heiselberg,11",,,,,,,,,,,,,,117.4,54.0,3.0,1.0,,1.0,,,,0.0,0.0,,,,,,,,,24.0,32,1800,13,64,1819,1819,1819,,,,0,,,,,,,,,,,,
2315,PUBLISHED,,,,,,,,,,,,,31312.0,,,,,,,,,,"Garcia, Juan",,,,,,,,,,,,,,,,24.0,,,,,,4.0,6.0,1819.0,,,,18.0,9.0,1819.0,,,,3.0,10.0,1819.0,,,,,,,,,,"06,04,1819",",,","9,18,1819","10,03,1819",",,",",,",",,",",,",31300.0,30000.0,,,,,True,120,3,3,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,60333.0,60300.0,60000.0,60207.0,12.0,,,,,,,,,,,,,12.0,,,,,,60333.0,60200.0,60000.0,60207.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,60333.0,,,,,31312.0,,31312.0,31300.0,,60200.0,,,60300.0,,,,,,,2.0,,,,,,Fabiana,60207.0,13.0,,,,13.0,,,,,,,,,,,,,13.0,,,"PP,1830,X:122","FO84/3,Gregory,19.10.10","IUP,ST,11/A/4","AfricanInstit, Abstract, 11","Meyer-Heiselberg,11",,,,,,,,,,,,,,171.6,117.0,3.0,13.0,,13.0,121.0,15.0,,0.0,0.0,,,1.0,,,,,,24.0,32,1800,13,64,1819,1819,1819,,,,0,,,,,,,,,,,,
2374,PUBLISHED,,,84.0,,,,,,,,,84.0,31303.0,,,,40.0,,,,40.0,0.23256,"Ynza, Jose",,,,,88.0,,,,,,,88.0,0.51163,,,,35.0,,,,,26.0,5.0,1825.0,,,,,,1825.0,,,,,2.0,1826.0,,,,,,,,,,"05,26,1825",",,",,"02,,1826",",,",",,",",,",",,",31300.0,30000.0,,,,,True,122,1,3,3,,,,,,,68.0,,,68.0,,,48.0,,,,48.0,0.27907,5.0,,,,,,,,60510.0,60500.0,60000.0,31399.0,,,,,,104.0,,,,104.0,0.60465,,,64.0,,,,64.0,0.37209,60510.0,31300.0,30000.0,31399.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,60510.0,,,,,31312.0,,31312.0,31300.0,,31300.0,,,60500.0,,,,,,,8.0,,,,,,Mágico,31312.0,379.0,,,,379.0,,,,,172.0,172.0,,172.0,172.0,,172.0,172.0,422.0,,,"FO84/51,Kilbee,26.02.21","FO84/51,Kilbee,Macleay,26.02.22,enc","FO84/51,Kilbee,Macleay,26.03.16,enc","IUP,ST,11/A1/15","FO313/56,ff.14-31","AHNM, Estado, leg. 8022, 9",,,,,,,,,,,,,182.8,130.0,3.0,,,,,,,,,,,20.0,,,,20.0,0.11628,44.0,33,1800,14,66,1825,1826,1825,,,,0,,,,,,,0.23256,0.51163,0.27907,0.60465,0.37209,0.11628
2389,PUBLISHED,,,,,,,,,,,,,31316.0,,1.0,,1.0,,,,,,"Roquer, José",,,,,,,,,,,,,,,,,,,,,,13.0,5.0,1827.0,,,,3.0,2.0,1828.0,,,,9.0,6.0,1828.0,,,,,,,,,,"05,13,1827",",,","2,3,1828","06,09,1828",",,",",,",",,",",,",31300.0,30000.0,,,,,True,120,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60615.0,60600.0,60000.0,60207.0,,,,,,,,,,,,1.0,,1.0,,,,,,60615.0,60200.0,60000.0,60207.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,60615.0,,,,,31312.0,,31312.0,31300.0,,60200.0,,,60600.0,,,,,,,2.0,,,,,,Feliz Victoria,60207.0,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,"PP,1830,X:126","IUP,ST,12/A1/24-5","Meyer-Heiselberg,26",,,,,,,,,,,,,,,,,,,2.0,,2.0,393.0,127.0,,0.0,0.0,,,,,,,,,25.0,33,1800,14,66,1828,1828,1827,,,,0,,,,,,,,,,,,
2408,PUBLISHED,,,110.0,,,,,,,,,110.0,31312.0,,,,30.0,,,,30.0,0.15873,"Sala, Pedro",,,,,79.0,,,,,,,79.0,0.41799,,,,,,,,,24.0,10.0,1830.0,,,,27.0,3.0,1831.0,,,,23.0,4.0,1831.0,,,,,,,,,,"10,24,1830",",,","3,27,1831","04,23,1831",",,",",,",",,",",,",31300.0,30000.0,,,,,True,120,3,3,3,,,,,,,91.0,,,91.0,,,49.0,,,,49.0,0.25926,,,,,,,,,60624.0,60600.0,60000.0,60207.0,,,,,,98.0,,,,98.0,0.51852,,,68.0,,,,68.0,0.35979,60624.0,60200.0,60000.0,60207.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,60624.0,,,,,31323.0,,31323.0,31300.0,,60200.0,,,60600.0,,,,,,,2.0,,,,,,Altimara,60207.0,217.0,,,32.0,217.0,,,,,189.0,189.0,,189.0,189.0,,189.0,189.0,249.0,,,"IUP,ST,12/A2/29-30","Meyer-Heiselberg,32",,,,,,,,,,,,,,,,,,,,249.0,,249.0,181.0,27.0,31.0,32.0,0.13,,,42.0,,,,42.0,0.22222,25.0,34,1800,14,67,1830,1831,1830,,,,0,,,,,,,0.15873,0.41799,0.25926,0.51852,0.35979,0.22222
2409,PUBLISHED,134.0,,142.0,,,,,,,,,142.0,31312.0,,38.0,,32.0,,,,32.0,0.17391,"Vega, Miguel de la","Basurto, José Garcia",,51.0,,42.0,,,,,,,42.0,0.22826,,,,,,,,,31.0,8.0,1829.0,,,,12.0,5.0,1830.0,,,,19.0,5.0,1830.0,,,,,,,,,,"08,31,1829",",,","5,12,1830","05,19,1830",",,",",,",",,",",,",31300.0,30000.0,,,,,True,120,3,3,3,,,,,,,68.0,62.0,,68.0,13.0,,10.0,,,,10.0,0.05435,,,,,,,,,60316.0,60300.0,60000.0,60207.0,,123.0,,,,116.0,,,,116.0,0.63043,85.0,,84.0,,,,84.0,0.45652,60316.0,60200.0,60000.0,60207.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,60316.0,,,,,31312.0,,31312.0,31300.0,,60200.0,,,60300.0,,,,,,,51.0,,,,,,Loreto (a) Corunera,60207.0,184.0,,,3.0,183.0,,,,185.0,184.0,184.0,185.0,184.0,184.0,185.0,184.0,184.0,186.0,,,"IUP,ST,12/A2/30-31","Meyer-Heiselberg,33","AHNM, Estado, leg. 8033, 28",,,,,,,,,,,,,,,,,,,186.0,,186.0,261.0,,,3.0,0.02,49.0,,58.0,,,,58.0,0.31522,91.0,33,1800,14,66,1830,1830,1829,,,,0,0.20541,0.27568,0.07027,0.66486,0.459459459459459,0.26486,0.17391,0.22826,0.05435,0.63043,0.45652,0.31522
2467,PUBLISHED,82.0,,,,,,,,,,,82.0,31312.0,,72.0,,,,,,72.0,0.40223,"Oliver, Pablo",,,97.0,,,,,,,,,97.0,0.5419,,,25.0,,,,,,23.0,12.0,1833.0,,,,30.0,6.0,1834.0,,,,5.0,8.0,1834.0,,,,,,,,,,"12,23,1833",",,","6,30,1834","08,05,1834",",,",",,",",,",",,",31300.0,30000.0,,,,,True,121,3,3,3,,,,,,,49.0,49.0,,,25.0,,,,,,25.0,0.13966,2.0,,,,,,,,60610.0,60600.0,60000.0,60207.0,,130.0,,,,,,,,130.0,0.72626,58.0,,,,,,58.0,0.32402,60610.0,60200.0,60000.0,60207.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,60610.0,,,,,31312.0,,31312.0,31300.0,,60200.0,,,60600.0,,,,,,,,,,,,,Pepita,60207.0,153.0,,,26.0,153.0,,,,179.0,,179.0,179.0,,179.0,179.0,,179.0,179.0,,,"PP,1842,XLIV:10","IUP,ST,14/A2/16-23",,,,,,,,,,,,,,,,,106.0,106.0,13.0,179.0,,179.0,225.0,36.0,35.0,26.0,0.15,24.0,,,,,,24.0,0.13408,115.0,34,1800,14,67,1834,1834,1833,,,,0,0.40223,0.5419,0.13966,0.72626,0.324022346368715,0.13408,,,,,,
